EHF	Epi : -0.19835135129050324
MXRA7	Mes : -0.026311160043615642
KRT18	Epi : -0.026028401977336173
EPS8L2	Epi : -0.02587527695293483
PYCARD	Epi : -0.025018753390207607
DENND5A	Mes : -0.024295956641393435
SPINT2	Epi : -0.024289295763644504
ATP1B1	Epi : -0.024248853167922958
MAP7	Epi : -0.023962435062634336
PERP	Epi : -0.023637441721569306
MYH14	Epi : -0.023068439475281085
MYO5C	Epi : -0.022899682144654956
CHN1	Mes : -0.022702409029249825
IL1RN	Epi : -0.022204673327451043
ARAP2	Epi : -0.021973593877820646
B3GNT3	Epi : -0.020966476421289553
TMPRSS2	Epi : -0.020832081013293965
FXYD3	Epi : -0.019906489383174557
TMEFF1	Mes : -0.01898795881628053
CEP170	Mes : -0.018937196156597263
CYB561	Epi : -0.018889477260249074
CD9	Epi : -0.017075094909892077
KRT8	Epi : -0.01661821219204574
LEPRE1	Mes : -0.014781825235084072
TGFB1I1	Mes : -0.012900586950936765
KRT7	Epi : -0.011577450246665632
LAD1	Epi : -0.01126124588327441
TPM2	Mes : -0.011004602341039959
AXL	Mes : -0.010559358229350998
ICA1	Epi : -0.01047176700173498
KLK6	Epi : -0.008762982238680432
SFN	Epi : -0.00846458278597344
MTUS1	Epi : -0.008052736131476414
FOXA1	Epi : -0.007594535161667776
EXPH5	Epi : -0.007559384745946444
SLC37A1	Epi : -0.006019886814539515
KCNK1	Epi : -0.00598897101158771
DENND2D	Epi : -0.005780358375309834
SPINT1	Epi : -0.00419777464179021
TGFA	Epi : -0.003931694746469143
STAP2	Epi : -0.003075318608556802
ESRP1	Epi : -0.0029708736325750073
ITGB6	Epi : -0.002766534366820204
KRT15	Epi : -0.0013982162231186762
BLNK	Epi : -0.000307480311934234
MGST2	Epi : 0.0014914636399471896
PMP22	Mes : 0.0016636907290557086
RAB11FIP1	Epi : 0.0020994022026255047
VIM	Mes : 0.0022787846965117296
MYO6	Epi : 0.0024500374860116905
OVOL2	Epi : 0.002532812420417651
SCNN1A	Epi : 0.0034188699751637026
EMP3	Mes : 0.004137083545916968
MAP1B	Mes : 0.004625445665324467
SH2B3	Mes : 0.004891010470292689
MANSC1	Epi : 0.005099603021780672
ELF3	Epi : 0.0068245700788707965
VGLL1	Epi : 0.0074927285249726605
MALL	Epi : 0.007596045932754778
UGT1A1	Epi : 0.00770046663420492
TUBB6	Mes : 0.007984345773949431
COMT	Epi : 0.008363514201394815
PTRF	Mes : 0.008424341945168858
TMC6	Epi : 0.01107901348953252
AQP3	Epi : 0.011415553949548195
CTSH	Epi : 0.012747177467340434
TNFSF13	Epi : 0.01275279157552407
CLDN4	Epi : 0.014018747300635818
GFPT2	Mes : 0.016587412554379472
CALD1	Mes : 0.017041754997169166
LLGL2	Epi : 0.018423191265713557
MSN	Mes : 0.019144910399923016
ARHGAP8	Epi : 0.019665253091728355
SYNGR2	Epi : 0.020031051386895145
TRIM31	Epi : 0.020960794680428076
C1orf106	Epi : 0.021084575973975044
DSC2	Epi : 0.021218347235803448
AKAP12	Mes : 0.022684410657600882
BSPRY	Epi : 0.0228662503383063
CAMK2N1	Epi : 0.02327597597309385
SH2D3A	Epi : 0.024408588677863524
RAB20	Epi : 0.025020873954148502
FA2H	Epi : 0.02711444598929681
ABCC3	Epi : 0.027240971289923702
CDS1	Epi : 0.027409647917648716
SACS	Mes : 0.028893434073827055
SOBP	Mes : 0.02945452158167113
PKP3	Epi : 0.02977545188470496
DDR1	Epi : 0.029977774947620956
TUBA1A	Mes : 0.030711788586728624
ADAP1	Epi : 0.032182292843844884
SHANK2	Epi : 0.0325253771457679
TACSTD2	Epi : 0.03254540032737066
ERBB3	Epi : 0.033356255285010045
FERMT2	Mes : 0.03713614548881579
VAMP8	Epi : 0.037549085511339154
SPARC	Mes : 0.03839736242786725
MAPK13	Epi : 0.038809848789444615
ST14	Epi : 0.04564090864322683
ATP2C2	Epi : 0.04610408988046292
F11R	Epi : 0.04740831889194847
TSPAN1	Epi : 0.047714288342327375
BIK	Epi : 0.049021110025849336
CDH1	Epi : 0.0519210701226866
EVPL	Epi : 0.05436863338519736
ALOX5	Epi : 0.05514000622886006
ESRP2	Epi : 0.058537536737197096
MPZL2	Epi : 0.059342368845884466
ERBB2	Epi : 0.062253774489422445
TMPRSS4	Epi : 0.06277242230699331
SORL1	Epi : 0.06303968236851619
AP1M2	Epi : 0.06338884993430055
JUP	Epi : 0.0643090072777419
PRSS8	Epi : 0.06608116408140652
AIM1	Epi : 0.06742274979146333
MST1R	Epi : 0.06919879774144752
ARHGDIB	Epi : 0.07243505474458166
PTK6	Epi : 0.07247603507443527
CBLC	Epi : 0.07290373841362108
IRF6	Epi : 0.07498372620040666
RHOD	Epi : 0.07673017032792298
OAS1	Epi : 0.07719660983614
GJA1	Mes : 0.07961565548922586
S100A14	Epi : 0.08022667764369593
GPX2	Epi : 0.08756073679954063
C4orf19	Epi : 0.0912779662908821
MYO1D	Epi : 0.09479413222671419
MYL9	Mes : 0.09913253765237827
S100P	Epi : 0.10368250285123962
SERPINE1	Mes : 0.10599555804893313
CEACAM1	Epi : 0.10909646409074877
ITGB4	Epi : 0.11209470982635807
CKMT1A	Epi : 0.12107054967660269
CEACAM6	Epi : 0.12244353531724275
OR7E14P	Epi : 0.12327150046858669
TSPAN15	Epi : 0.12360519140015952
EPCAM	Epi : 0.12939396230231823
GPR56	Epi : 0.1309919668078563
LSR	Epi : 0.13135400843425304
PPFIBP2	Epi : 0.22586019931100704
SLPI	Epi : 0.2928976391421132
LCN2	Epi : 0.3367958375820588
