TRIM31	Epi : -0.2301778402306009
AKAP12	Mes : 0.02783898708164525
KDELC1	Mes : 0.028588416144685498
F11R	Epi : 0.029617148523915025
SOBP	Mes : 0.030352920519262867
ICA1	Epi : 0.030990741583539285
MYH14	Epi : 0.031298551233976867
HES1	Epi : 0.032155851363937234
DENND5A	Mes : 0.032496903569601866
DSP	Epi : 0.033993171304843535
JUP	Epi : 0.03404775628113153
LGALS1	Mes : 0.03560647790783425
TMPRSS2	Epi : 0.03719970366488509
PRSS8	Epi : 0.037270345095349926
MSN	Mes : 0.03764669735354785
C1orf106	Epi : 0.04025486070036956
KRT7	Epi : 0.042220594893266974
ITGB4	Epi : 0.0424001388375119
COL5A2	Mes : 0.04258511365485314
SDC1	Epi : 0.042590829200148186
MAP7	Epi : 0.0426099416267981
PTK6	Epi : 0.04351063236057119
LHFP	Mes : 0.04473587927763114
SH2D3A	Epi : 0.0461371226374639
SHANK2	Epi : 0.04680041559894301
IRF6	Epi : 0.047021536976336924
CHN1	Mes : 0.05143747588064592
RECK	Mes : 0.05186305121493445
CDS1	Epi : 0.05188856970354674
FBP1	Epi : 0.052459888092489075
VIM	Mes : 0.057442072021464535
STAP2	Epi : 0.058035117424548775
C4orf19	Epi : 0.060344425492585986
EMP3	Mes : 0.06165059120745019
SH2B3	Mes : 0.06416874032669699
DDR1	Epi : 0.06422319577975685
SORL1	Epi : 0.0667735419588872
TMEM158	Mes : 0.06890243176395323
CLDN4	Epi : 0.06964962827742928
MAP1B	Mes : 0.06965330289025413
GPR56	Epi : 0.07205535847329243
TRPC1	Mes : 0.07283813577111063
SACS	Mes : 0.07465400080631451
FSTL1	Mes : 0.07514085055222093
ZEB1	Mes : 0.07557110900007381
AP1S2	Mes : 0.07638196135244565
OR7E14P	Epi : 0.07755259543770576
CDH3	Epi : 0.08405907213419374
TUBB6	Mes : 0.08819379581185001
KLK6	Epi : 0.08843668741296147
PTRF	Mes : 0.08885212407940353
TGFA	Epi : 0.08907828034368656
TMEFF1	Mes : 0.08912758188746973
TUBA1A	Mes : 0.08916370283635311
CALD1	Mes : 0.09400902111963003
SRPX	Mes : 0.09845982060545873
RHOD	Epi : 0.1016665543465789
FERMT2	Mes : 0.1076670172553885
GFPT2	Mes : 0.11213478320617766
ARHGDIB	Epi : 0.11566420870856861
TGFB1I1	Mes : 0.12078013953194525
LOXL2	Mes : 0.12333129589464781
CEP170	Mes : 0.13248670670773222
DSC2	Epi : 0.1345072970054322
ITGB6	Epi : 0.14798530696590662
GJA1	Mes : 0.16357782616443567
SERPINE1	Mes : 0.2346770941939131
